label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
scissors,3313,1214,1558,913,IMG_20231018_1112000.jpg,6144,3456
scissors,567,1076,1464,1536,IMG_20231018_1112011.jpg,6144,3456
scissors,2349,395,1398,2521,IMG_20231018_1112011.jpg,6144,3456
scissors,3450,974,1159,1195,IMG_20231018_1112011.jpg,6144,3456
scissors,1335,1380,1065,1051,IMG_20231018_1112023.jpg,6144,3456
scissors,2530,917,949,1753,IMG_20231018_1112023.jpg,6144,3456
scissors,3407,1380,826,898,IMG_20231018_1112023.jpg,6144,3456
scissors,1132,1569,1101,797,IMG_20231018_1113005.jpg,6144,3456
scissors,2363,1264,1203,1384,IMG_20231018_1113005.jpg,6144,3456
scissors,3327,1554,1065,710,IMG_20231018_1113005.jpg,6144,3456
scissors,1088,946,1804,1790,IMG_20231018_1122035.jpg,6144,3456
Knife,2392,395,1804,2195,IMG_20231018_1122035.jpg,6144,3456
Knife,3088,772,1579,1565,IMG_20231018_1123016.jpg,6144,3456
scissors,2305,1286,1348,1427,IMG_20231018_1123016.jpg,6144,3456
scissors,1820,1344,1891,1623,IMG_20231018_1123026.jpg,6144,3456
Knife,2204,656,2405,833,IMG_20231018_1123026.jpg,6144,3456
Knife,2247,685,1840,2666,IMG_20231018_1123039.jpg,6144,3456
scissors,1277,359,1855,1442,IMG_20231018_1123039.jpg,6144,3456
scissors,835,424,1123,2036,IMG_20231018_1123052.jpg,6144,3456
Knife,2262,612,1304,2579,IMG_20231018_1123052.jpg,6144,3456
Knife,1950,685,2000,1797,IMG_20231018_1124006.jpg,6144,3456
scissors,1074,982,580,2108,IMG_20231018_1124006.jpg,6144,3456
scissors,1451,764,1297,1623,IMG_20231018_1124019.jpg,6144,3456
scissors,2856,1243,1355,1761,IMG_20231018_1124019.jpg,6144,3456
Knife,2646,98,2000,1579,IMG_20231018_1124019.jpg,6144,3456
Knife,1632,489,2427,413,IMG_20231018_1124028.jpg,6144,3456
scissors,1508,1228,1326,1616,IMG_20231018_1124028.jpg,6144,3456
scissors,3081,1090,1282,1623,IMG_20231018_1124028.jpg,6144,3456
scissors,2588,1569,978,1195,IMG_20231018_1124050.jpg,6144,3456
scissors,3740,1525,877,1152,IMG_20231018_1124050.jpg,6144,3456
Knife,2639,1018,1797,348,IMG_20231018_1124050.jpg,6144,3456
Knife,1407,1496,2862,442,IMG_20231018_1125038.jpg,6144,3456
scissors,4240,750,920,1971,IMG_20231018_1125038.jpg,6144,3456
scissors,3682,1264,1391,869,IMG_20231018_1125048.jpg,6144,3456
Knife,639,1496,2927,442,IMG_20231018_1125048.jpg,6144,3456
Knife,1226,815,2246,2333,IMG_20231018_1125056.jpg,6144,3456
scissors,2762,743,1753,1348,IMG_20231018_1125056.jpg,6144,3456
scissors,2907,598,1790,1145,IMG_20231018_1126014.jpg,6144,3456
Knife,1530,1873,2949,1101,IMG_20231018_1126014.jpg,6144,3456
Knife,1537,2192,2876,906,IMG_20231018_1126025.jpg,6144,3456
scissors,1501,830,1543,1159,IMG_20231018_1126025.jpg,6144,3456
scissors,3240,1054,1666,1239,IMG_20231018_1126025.jpg,6144,3456
scissors,965,1728,2137,1188,IMG_20231018_1126036.jpg,6144,3456
scissors,2552,1257,1391,833,IMG_20231018_1126036.jpg,6144,3456
scissors,4088,743,1304,1000,IMG_20231018_1126036.jpg,6144,3456
Knife,3175,2112,2079,500,IMG_20231018_1126036.jpg,6144,3456
Knife,2588,2192,2369,652,IMG_20231018_1126045.jpg,6144,3456
scissors,545,1199,2152,949,IMG_20231018_1126045.jpg,6144,3456
scissors,2436,1185,1333,862,IMG_20231018_1126045.jpg,6144,3456
scissors,3950,1272,1311,906,IMG_20231018_1126045.jpg,6144,3456
scissors,1219,337,1442,1152,IMG_20231018_1126057.jpg,6144,3456
scissors,2689,909,790,964,IMG_20231018_1126057.jpg,6144,3456
scissors,3443,1786,1369,1246,IMG_20231018_1126057.jpg,6144,3456
Knife,2008,1627,1456,1645,IMG_20231018_1126057.jpg,6144,3456
Knife,1335,634,2029,420,IMG_20231018_1129045.jpg,6144,3456
scissors,1842,496,2876,2521,IMG_20231018_1129045.jpg,6144,3456
scissors,1530,1728,3094,1413,IMG_20231018_1129055.jpg,6144,3456
scissors,2842,214,1601,1094,IMG_20231018_1129055.jpg,6144,3456
Knife,2074,504,1550,1485,IMG_20231018_1129055.jpg,6144,3456
Knife,3450,576,623,2340,IMG_20231018_1131012.jpg,6144,3456
scissors,1219,619,2007,2449,IMG_20231018_1131012.jpg,6144,3456
scissors,1052,540,2811,2239,IMG_20231018_1131022.jpg,6144,3456
Knife,2472,1656,1978,1746,IMG_20231018_1131022.jpg,6144,3456
Knife,1653,496,2304,768,IMG_20231018_1131036.jpg,6144,3456
scissors,342,844,2963,1014,IMG_20231018_1131036.jpg,6144,3456
scissors,1219,2047,2681,1109,IMG_20231018_1131036.jpg,6144,3456
scissors,994,1293,2340,935,IMG_20231018_1131046.jpg,6144,3456
scissors,1719,2293,2029,898,IMG_20231018_1131046.jpg,6144,3456
Knife,2037,1076,1833,739,IMG_20231018_1131046.jpg,6144,3456
Knife,1530,837,2036,739,IMG_20231018_1132017.jpg,6144,3456
scissors,523,1214,2565,985,IMG_20231018_1132017.jpg,6144,3456
scissors,1516,2279,2108,790,IMG_20231018_1132017.jpg,6144,3456
scissors,422,1409,2145,840,IMG_20231018_1132031.jpg,6144,3456
scissors,2813,1757,1195,587,IMG_20231018_1132031.jpg,6144,3456
scissors,1306,2250,1746,616,IMG_20231018_1132031.jpg,6144,3456
Knife,1211,1040,1782,529,IMG_20231018_1132031.jpg,6144,3456
Knife,1356,1090,2087,355,IMG_20231018_1132040.jpg,6144,3456
scissors,632,1634,2355,913,IMG_20231018_1132040.jpg,6144,3456
scissors,3247,1482,1507,652,IMG_20231018_1132040.jpg,6144,3456
scissors,1610,2337,2072,797,IMG_20231018_1132040.jpg,6144,3456
scissors,574,1438,2036,1036,IMG_20231018_1132057.jpg,6144,3456
scissors,1863,2597,1877,739,IMG_20231018_1132057.jpg,6144,3456
scissors,3284,1786,1297,609,IMG_20231018_1132057.jpg,6144,3456
Knife,2276,380,1442,1022,IMG_20231018_1132057.jpg,6144,3456
scissors,914,801,2514,1188,IMG_20231018_1133007.jpg,6144,3456
scissors,3262,409,1695,1058,IMG_20231018_1133007.jpg,6144,3456
scissors,849,1322,1587,725,IMG_20231018_1133021.jpg,6144,3456
scissors,1719,2134,1471,601,IMG_20231018_1133021.jpg,6144,3456
scissors,2936,1721,1080,442,IMG_20231018_1133021.jpg,6144,3456
Knife,2327,735,1007,761,IMG_20231018_1133021.jpg,6144,3456
Knife,1443,598,1623,348,IMG_20231018_1133036.jpg,6144,3456
scissors,538,1032,1913,732,IMG_20231018_1133036.jpg,6144,3456
scissors,2545,946,1326,732,IMG_20231018_1133036.jpg,6144,3456
scissors,1748,1974,1101,1282,IMG_20231018_1133036.jpg,6144,3456
scissors,1552,902,2275,877,IMG_20231018_1133053.jpg,6144,3456
scissors,2400,2047,1464,811,IMG_20231018_1133053.jpg,6144,3456
